,Zeolite,Meta-learning T_max,Meta-learning Delta_n,Langmuir T_max,Langmuir Delta_n,Sips T_max,Sips Delta_n,Quadratic T_max,Quadratic Delta_n,DSL T_max,DSL Delta_n
150,PCR-0,72.68750000000041,5.2262625881324025,104.50000000000085,6.977410302744642,91.50000000000065,5.971800835367892,63.40000000000026,6.477504964827375,103.90000000000083,7.044953538972903
151,PHI-0,111.03750000000096,8.280800375785383,103.10000000000082,11.254101984913204,95.60000000000072,9.51602278739663,114.80000000000099,9.016509196868963,114.10000000000099,9.106504842307878
152,PON-0,115.46250000000099,5.804757314218677,109.60000000000092,7.038870657850573,105.10000000000085,6.356450174300133,116.70000000000101,5.574948841594484,117.20000000000103,6.186046552709548
153,POS-0,90.48750000000065,9.29629523931044,89.60000000000063,11.535775409706206,83.50000000000054,10.433895439402932,92.30000000000067,9.088338428265097,94.6000000000007,9.209481451489458
154,PSI-0,46.90000000000003,4.887377912350167,94.1000000000007,4.661856379152486,45.0,4.706992959898349,64.10000000000028,4.8480811483041855,62.40000000000025,5.312390962416176
155,PUN-0,95.58750000000073,10.37682141177962,94.80000000000071,12.299301963781256,91.30000000000067,11.099464073330786,92.40000000000067,10.295054914077383,88.10000000000062,10.368645981371067
156,RHO-0,99.80000000000078,9.718306743110606,95.30000000000072,13.152588299377268,86.70000000000059,11.420438177404936,108.90000000000092,9.81290311652504,110.60000000000093,9.412743382568816
157,RRO-0,94.33750000000069,9.961334898057004,95.20000000000071,11.694952615632982,93.10000000000068,10.686335966705638,93.10000000000068,10.208848402618724,94.1000000000007,10.202755655885884
158,RSN-0,106.60000000000088,9.415065585048064,105.20000000000086,10.740621624304088,103.90000000000083,10.032275869447757,105.60000000000086,9.528761447797445,108.2000000000009,10.083928116556237
159,RTE-0,91.3625000000007,8.352366812745672,95.20000000000071,11.11164534939763,88.00000000000061,9.407578064596926,77.70000000000047,8.71461871043228,78.20000000000047,9.036180133360126
160,RTH-0,99.71250000000076,9.416065061668792,99.30000000000078,11.101134526370156,96.10000000000073,10.044469044397824,96.10000000000073,9.528387711237423,102.30000000000081,9.64694538560501
161,RWR-0,119.55000000000109,8.056796663664192,119.50000000000105,7.7868744738137865,120.10000000000107,8.298767110063272,120.10000000000107,8.330791016771036,119.50000000000105,7.7868768579995775
162,RWY-0,69.27500000000036,16.4825095933254,66.80000000000031,19.775426321348398,64.10000000000028,19.24806693855687,70.50000000000037,15.914327733010442,72.10000000000039,16.173636966159382
163,SAF-0,85.00000000000057,5.5424343643865015,93.7000000000007,6.7552421980639545,83.40000000000055,6.1554276771262435,103.00000000000082,5.321770943450233,93.60000000000069,6.770313845193541
164,SAO-0,81.96250000000053,11.312652550789045,83.40000000000055,13.684817535372094,78.10000000000048,12.652878910830633,84.40000000000056,11.003738475030353,87.70000000000061,11.194754654312625
165,SAS-0,92.12500000000068,9.270291604060693,91.70000000000067,11.438843881512678,86.00000000000058,10.283723063206399,72.9000000000004,9.065258267436995,96.40000000000073,9.2015722415885
166,SAT-0,65.03750000000029,7.857765572210322,88.70000000000061,9.941872085996252,73.6000000000004,8.947697581756705,100.00000000000078,7.621159560645342,57.70000000000018,9.984458098524382
