,zeolite,pressure,temperature,loading (n),loading std (n),loading (v),loading std (v),density (g/mL)
9118,NSI-0,20.09,229.92,3.365843389350955,0.017600577849357535,0.18224354632220344,0.0009529830576001537,1.8738109419409044
9119,NSI-0,20.09,275.9,1.8272235470764882,0.0994457692987104,0.09893499507321643,0.005384489878844738,1.8738109419409044
9120,NSI-0,30.0,77.0,185.67318845505042,0.42969476419870034,10.053272362005,0.02326581739109219,1.8738109419409044
9121,NSI-0,30.0,92.4,159.64981268265998,0.3362750070533309,8.644237020954783,0.01820760586152541,1.8738109419409044
9122,NSI-0,30.0,110.88,99.88864142875184,1.2220431521822732,5.408469184537147,0.06616751050184998,1.8738109419409044
9123,NSI-0,30.0,133.06,47.88648979099692,1.0352312097612248,2.592813363819676,0.056052580321240414,1.8738109419409044
9124,NSI-0,30.0,159.67,19.77735283150582,0.06072199312395554,1.0708445105564222,0.003287791524012659,1.8738109419409044
9125,NSI-0,30.0,191.6,9.599589335386867,0.33243545800156316,0.5197696390903858,0.017999713528303353,1.8738109419409044
9126,NSI-0,30.0,229.92,4.561922215415781,0.16118991273067174,0.24700521872579828,0.008727625717924067,1.8738109419409044
9127,NSI-0,30.0,275.9,2.7564509146233327,0.15080541856687768,0.1492479987433123,0.008165357417158894,1.8738109419409044
9128,NSI-0,54.6,77.0,188.83682119647077,0.42464407469955745,10.224567215438052,0.022992347874177557,1.8738109419409044
9129,NSI-0,54.6,92.4,172.36595740039056,0.703589035894538,9.332752510486353,0.0380958191520511,1.8738109419409044
9130,NSI-0,54.6,110.88,126.61441511366975,0.9832457050437,6.855535851380274,0.053237825847801214,1.8738109419409044
9131,NSI-0,54.6,133.06,71.6934740625141,0.46665119844622893,3.8818422160250803,0.02526682304037514,1.8738109419409044
9132,NSI-0,54.6,159.67,34.358139839971535,0.8635183664582442,1.860321032547515,0.04675519066502161,1.8738109419409044
9133,NSI-0,54.6,191.6,17.148560750065705,0.17621693788902348,0.9285085976672144,0.009541263798708058,1.8738109419409044
9134,NSI-0,54.6,229.92,8.55171564032177,0.10420072978499029,0.46303253156761437,0.005641947152223312,1.8738109419409044
9135,NSI-0,54.6,275.9,4.879187505142951,0.021387329858113535,0.2641835436911706,0.0011580166956184387,1.8738109419409044
9136,NSI-0,148.4,77.0,191.04723643181345,0.0022191873044619115,10.344250119463826,0.00012015786759357749,1.8738109419409044
9137,NSI-0,148.4,92.4,185.37900186664578,0.3786050412489601,10.037343633021079,0.02049956500976112,1.8738109419409044
9138,NSI-0,148.4,110.88,163.04093101735418,0.795727708077635,8.827849078862233,0.04308466635308042,1.8738109419409044
9139,NSI-0,148.4,133.06,120.33345705729388,1.3301848059849917,6.515453459514835,0.07202283893350221,1.8738109419409044
9140,NSI-0,148.4,159.67,75.340319142617,3.0887437669504934,4.079300595220136,0.1672399908892391,1.8738109419409044
9141,NSI-0,148.4,191.6,43.16363738744094,1.6682852244091215,2.33709458216051,0.09032928166983999,1.8738109419409044
9142,NSI-0,148.4,229.92,24.060184467347682,0.7539344673476833,1.3027383734991225,0.04082177188002751,1.8738109419409044
9143,NSI-0,148.4,275.9,14.566020854132551,0.04333940251964741,0.7886770087577288,0.0023466113829464417,1.8738109419409044
9144,NSI-0,403.4,77.0,191.89294558731916,0.014737467860484799,10.390041030634604,0.0007979600046757249,1.8738109419409044
9145,NSI-0,403.4,92.4,190.34187325590307,0.033186849883122704,10.306058239523807,0.0017969015531436102,1.8738109419409044
9146,NSI-0,403.4,110.88,185.1663678883747,0.5982731478661663,10.025830569046885,0.03239349177131589,1.8738109419409044
9147,NSI-0,403.4,133.06,166.97684366270505,0.8137705186002506,9.0409590175993,0.0440615940929938,1.8738109419409044
9148,NSI-0,403.4,159.67,132.6509817022473,2.076900151984887,7.182385670416162,0.11245373158251332,1.8738109419409044
9149,NSI-0,403.4,191.6,93.73829448508775,1.432661120630847,5.075458729662296,0.07757141765055653,1.8738109419409044
9150,NSI-0,403.4,229.92,60.43317230273752,0.13687600644122355,3.272153324422923,0.007411149579683656,1.8738109419409044
9151,NSI-0,403.4,275.9,39.27662524994504,0.23391538249290278,2.1266323607820814,0.01266534532762133,1.8738109419409044
9152,OBW-0,1.0,77.0,53.544301034586034,1.377690807698123,3.722526676490964,0.09578032926977575,1.2698229792877502
9153,OBW-0,1.0,92.4,25.506103181813934,0.40177652888267623,1.7732447276938759,0.02793245626248126,1.2698229792877502
9154,OBW-0,1.0,110.88,10.746887844017547,2.05163341291406,0.7471491067325886,0.14263441603280302,1.2698229792877502
9155,OBW-0,1.0,133.06,4.095380284973003,0.4935062383397497,0.28472054105888533,0.03430972300950924,1.2698229792877502
9156,OBW-0,1.0,159.67,2.156139226770094,0.10801987396488255,0.14989990782951543,0.007509797581739519,1.2698229792877502
9157,OBW-0,1.0,191.6,1.1715505717978303,0.016269809584167017,0.0814489716386188,0.0011311157121907198,1.2698229792877502
9158,OBW-0,1.0,229.92,0.7347282476684001,0.05743181766438887,0.051080048652618004,0.003992796043727559,1.2698229792877502
9159,OBW-0,1.0,275.9,0.446886588551759,0.02133752548506543,0.031068614495040735,0.0014834353291334535,1.2698229792877502
9160,OBW-0,2.71,77.0,87.75586463674298,0.974974502911671,6.100995639438762,0.0677825375597467,1.2698229792877502
9161,OBW-0,2.71,92.4,44.75002312374763,1.2508425272218986,3.11112763885248,0.08696153625509534,1.2698229792877502
9162,OBW-0,2.71,110.88,20.985939067354124,2.3566336439478466,1.4589922083207114,0.16383875476580476,1.2698229792877502
9163,OBW-0,2.71,133.06,10.77813797247341,0.510176401880261,0.749321689707303,0.035468672277348914,1.2698229792877502
9164,OBW-0,2.71,159.67,5.052732521380454,0.05399355542837325,0.3512779368968301,0.0037537599064162825,1.2698229792877502
9165,OBW-0,2.71,191.6,3.0078209790326635,0.06887267243729811,0.20911084123268214,0.0047881913756510075,1.2698229792877502
9166,OBW-0,2.71,229.92,1.989084982187685,0.08864296997972898,0.13828590092563633,0.00616266930480214,1.2698229792877502
9167,OBW-0,2.71,275.9,1.326516986589286,0.011220420512282892,0.09222260397436899,0.0007800702198248874,1.2698229792877502
9168,OBW-0,7.39,77.0,129.10459004480884,0.5246751511918006,8.975657002017792,0.036476659683013224,1.2698229792877502
9169,OBW-0,7.39,92.4,80.67414111852766,0.8123407723072376,5.6086574409241905,0.05647585526164004,1.2698229792877502
9170,OBW-0,7.39,110.88,44.91418011307076,0.6532875394246176,3.1225402217059397,0.04541809764883194,1.2698229792877502
9171,OBW-0,7.39,133.06,24.86264333895447,1.4412455499344201,1.728509874796126,0.10019880553747987,1.2698229792877502
9172,OBW-0,7.39,159.67,12.752458843186396,0.5234392353432602,0.8865811546209396,0.03639073588482753,1.2698229792877502
9173,OBW-0,7.39,191.6,8.885462618162133,0.14593585322807545,0.6177384145458666,0.01014580629873341,1.2698229792877502
9174,OBW-0,7.39,229.92,4.7727950146640215,0.022556692452391225,0.33181601814231737,0.0015681947054120864,1.2698229792877502
9175,OBW-0,7.39,275.9,3.1084210836316517,0.02637515461286255,0.2161047988676062,0.0018336632423221924,1.2698229792877502
9176,OBW-0,20.09,77.0,160.05466899294714,0.5339764253795636,11.127379824013856,0.037123306303107104,1.2698229792877502
9177,OBW-0,20.09,92.4,116.96879597262344,1.056732838463354,8.131947843410408,0.07346657076656832,1.2698229792877502
9178,OBW-0,20.09,110.88,80.21016871693845,0.4938593040773114,5.576400980223438,0.034334268976143105,1.2698229792877502
9179,OBW-0,20.09,133.06,51.393400403270334,0.6649688496032304,3.5729909682298344,0.046230210010298076,1.2698229792877502
9180,OBW-0,20.09,159.67,31.777880460360244,0.10968911292361483,2.209273544529453,0.007625847029267188,1.2698229792877502
9181,OBW-0,20.09,191.6,20.206105277786854,0.18412939291715524,1.4047763155216235,0.012801111674190256,1.2698229792877502
9182,OBW-0,20.09,229.92,12.449854832051933,0.006836465156603744,0.8655434067729736,0.00047528725609696744,1.2698229792877502
9183,OBW-0,20.09,275.9,8.691538553242772,0.010260388556168287,0.6042563540664592,0.0007133265235235383,1.2698229792877502
9184,OBW-0,30.0,77.0,172.82898699291547,0.3036435537871256,12.015480679007647,0.021110019316285072,1.2698229792877502
9185,OBW-0,30.0,92.4,133.3706338941672,1.2746951066451402,9.272242478445227,0.08861982409321247,1.2698229792877502
9186,OBW-0,30.0,110.88,95.32960396532002,0.9940359951151905,6.62753994287837,0.06910773766228409,1.2698229792877502
9187,OBW-0,30.0,133.06,63.76174689844737,0.6073007206002536,4.432867722296347,0.04222098504239271,1.2698229792877502
9188,OBW-0,30.0,159.67,41.682345149672074,0.13007127821713027,2.8978553974984695,0.009042863454241165,1.2698229792877502
9189,OBW-0,30.0,191.6,27.432024433488966,0.45597097145072496,1.907139336413304,0.0317001823188324,1.2698229792877502
9190,OBW-0,30.0,229.92,17.15298161465745,0.16110661465745046,1.1925159243497643,0.01120051357910393,1.2698229792877502
9191,OBW-0,30.0,275.9,11.583155885255476,0.5857460426573491,0.805288442423874,0.04072245275986641,1.2698229792877502
9192,OBW-0,54.6,77.0,189.92119010049254,2.084431666991165,13.203771137535794,0.14491462836885513,1.2698229792877502
9193,OBW-0,54.6,92.4,152.98442942717645,0.14756893816885963,10.635840017083462,0.010259342233269525,1.2698229792877502
9194,OBW-0,54.6,110.88,118.44370000157281,0.1247957773988091,8.234486666159848,0.008676098137510902,1.2698229792877502
9195,OBW-0,54.6,133.06,88.4357772348702,0.5555064418334439,6.14826477425436,0.03862012406048319,1.2698229792877502
